MJD Name Type Long Lat Height X Y Z Source Comment AntennaResponses
53578.5912993865713 "SAO SMA" "ITRF" -155.477521999999993 19.8242055999999991 6382248 -5462448.93820229266 2491969.93708778312 2164446.1101370384 "Debra Shepherd" "deprecated" ""
58177 "SMA" "ITRF" -155.477522222222206 19.8242055555555545 6382248 -5464555.49299999978 -2492927.98900000006 2150797.17599999998 "Lat,Long: K.Young SMA control; X,Y,Z: EHT" "center of array" ""
51597.9916117518951 "VLA" "ITRF" -107.618333675045662 33.9004860013725704 6373576.28091565054 -1601185.36500000069 -5041977.54700000025 3554875.87000000058 "1995, from VLAfiller thru BGC" "No precision known" ""
53088.8980945138901 "VLBA" "ITRF" 0 0 9.99999999999999955e-07 9.99999999999999955e-07 0 0 "Earth Center" "see  AOCso04758" ""
50731.195939262434 "WSRT" "WGS84" 6.60416666666666519 52.9169166666666655 5 2.99485696076382268 0.34673748275546934 3.98880996070468097 "edit" "" ""
53578.5999999999985 "ATF" "ITRF" -107.619 33.8965999999999994 6373598.88680000044 -1601345.10119999992 -5042197.86500000022 3554531.94160000002 "Ralph Marson" "" ""
54511.9499999999971 "ATA" "WGS84" -121.471999999999994 40.8173999999999992 1043 -412.097379999999987 -673.225279999999998 681.756899999999973 "Mel Wright" "" ""
54741 "CARMA" "WGS84" -118.141642399999995 37.280380000000001 2196.26499999999987 -824.225999999999999 -1540.94000000000005 1330.30999999999995 "Peter Teuben" "" ""
54872 "ACA" "WGS84" -67.754876658333302 -23.0278157555555509 5056.80000000000018 0 0 0 "Remy Indebetouw" "" "alma/responses/AntennaResponses"
54929 "OSF" "ITRF" -67.9798113864000015 -22.9351879300000014 6377850.47112525906 2202229.61500000022 -5445184.7620000001 -2485382.11599999992 "Jeff Kern" "Alma OSF position" "alma/responses/AntennaResponses"
50449 "OVRO_MMA" "ITRF" -118.283000000000001 37.2334050999999988 1188.05189999999993 -2409585.79000000004 -4478197.54999999981 3838767.45999999996 "from VLBA stn location file" "previous location at OVRO site" ""
51598 "EVLA" "ITRF" -107.617999999999995 33.900500000000001 6373580 -1601190 -5041980 3554880 "1995, from VLAfiller thru BGC" "No precision known" ""
55231 "ASKAP" "WGS84" 116.658799999999999 -26.7041000000000004 125 0 0 0 "Tim Cornwell" "" ""
53005 "APEX" "WGS84" -67.759200000000007 -23.0057000000000009 5105 0 0 0 "Dirk Muders" "GPS Measurement" ""
50814 "SMT" "WGS84" -109.891000000000005 32.7015999999999991 3186 0 0 0 "SMTO user manual" "VLBI campaign in 1998" ""
49718 "NRO" "ITRF" 138.475666666666683 35.9415277777777789 6372221.70000000019 -3871023.45999999996 3428106.87000000011 3724039.4700000002 "NRO 45msource tracking manual" "data inaccurate" ""
51910 "ASTE" "WGS84" -67.7033942399999944 -22.9715817999999992 4861.89999999999964 0 0 0 "COSMOS3" "" ""
56474 "LOFAR" "ITRF" 6.8698338699999999 52.9150869999999998 48.8814713399999974 3826577.10999999987 461022.900000000023 5064892.75800000038 "MichielBrentjens (ASTRON)" "CS002LBA phasecenter" ""
55425 "MeerKAT" "WGS84" 21.4438999999999993 -30.7132000000000005 1050 0 0 0 "Jasper Horrell" "" ""
55425 "KAT-7" "WGS84" 21.4438999999999993 -30.7132000000000005 1038 0 0 0 "Jasper Horrell" "" ""
53088.9000000000015 "EVN" "ITRF" 0 0 9.99999999999999955e-07 9.99999999999999955e-07 0 0 "CAS-2919" "see  AOCso04758" ""
55658 "LWA1" "WGS84" -107.627716000000007 34.0689002000000016 2124.26420000000007 -1602196.60000000009 -5042313.46999999974 3553971.50999999978 "Jake Hartman" "Preliminary values" ""
55658 "PAPER_SA" "WGS84" 21.4280554999999993 -30.7213889000000009 1500 0 0 0 "Kumar Golap, Danny Jacobs" "" ""
55658 "PAPER_GB" "WGS84" -79.8505830000000003 38.4331221999999997 807 0 0 0 "Kumar Golap, Danny Jacobs" "" ""
51000 "e-MERLIN" "ITRF" -2.59675000000000011 52.8613 6357690 3838350 -174080 5073260 "" "nominal array centre/ nominal epoch" ""
51000 "MERLIN2" "ITRF" -2.59675000000000011 52.8613 6357690 3838350 -174080 5073260 "" "nominal array centre/ nominal epoch" ""
55734 "Effelsberg" "WGS84" 6.88361000000000001 50.5248300000000015 416.707260000000019 0 0 0 "Alex Krauss 2011" "" ""
55744 "MWA32T" "WGS84" 116.670813889000001 -26.7033194440000017 377.829999999999984 0 0 0 "CAS-3703" "" ""
56725 "AMI-LA" "WGS84" 52.1698000000000022 0.0591669999999999974 16 0 0 0 "Tim Staley" "Precision unknown" ""
55744 "MWA" "WGS84" 116.670815239999996 -26.7033194000000016 377.829999999999984 -2559454.08000000007 5095372.13999999966 -2849057.18000000017 "CAS-7024" "" ""
55658 "HERA" "WGS84" 21.4280554999999993 -30.7213889000000009 1500 0 0 0 "Kumar Golap, Danny Jacobs" "" ""
57715 "NGVLA" "ITRF" -107.617999999999995 33.900500000000001 6373580 -1601190 -5041980 3554880 "Chris Carilli" "" ""
58011.8000000000029 "NOEMA" "WGS84" 5.90791683700000014 44.6338894519999982 2560 4523932.5700000003 468134.732000000018 4460286.49600000028 "Edwige Chapillon and Kumar Golap" "" ""
55744 "MUSER" "WGS84" 115.251000000000005 42.2117999999999967 1365 0 0 0 "CAS-9772" "" ""
51000 "EMERLIN" "WGS84" -2.59675000000000011 52.8613 40 3855057.07379692001 -174837.995839729992 5061271.3290349897 "S.Purser" "" ""
