# logγ2                                             	logu
#       -4.00	    -3.00	    -2.00	    -1.00	    0.00	    1.00	    2.00     	3.00	    4.00
1.00	4.436E+00	3.245E+00	2.216E+00	1.512E+00	1.200E+00	1.129E+00	9.561E-01	5.146E-01	1.987E-01
1.20	4.315E+00	3.134E+00	2.129E+00	1.461E+00	1.178E+00	1.124E+00	1.019E+00	6.031E-01	2.440E-01
1.40	4.194E+00	3.024E+00	2.045E+00	1.413E+00	1.157E+00	1.115E+00	1.064E+00	6.960E-01	2.979E-01
1.60	4.073E+00	2.915E+00	1.963E+00	1.369E+00	1.137E+00	1.104E+00	1.091E+00	7.892E-01	3.609E-01
1.80	3.953E+00	2.808E+00	1.885E+00	1.328E+00	1.120E+00	1.093E+00	1.104E+00	8.773E-01	4.334E-01
2.00	3.833E+00	2.703E+00	1.811E+00	1.291E+00	1.104E+00	1.083E+00	1.107E+00	9.548E-01	5.146E-01
2.20	3.714E+00	2.601E+00	1.740E+00	1.257E+00	1.091E+00	1.073E+00	1.103E+00	1.017E+00	6.031E-01
2.40	3.596E+00	2.500E+00	1.673E+00	1.227E+00	1.079E+00	1.064E+00	1.096E+00	1.062E+00	6.960E-01
2.60	3.479E+00	2.403E+00	1.610E+00	1.199E+00	1.068E+00	1.056E+00	1.087E+00	1.089E+00	7.891E-01
2.80	3.363E+00	2.308E+00	1.552E+00	1.175E+00	1.059E+00	1.049E+00	1.078E+00	1.102E+00	8.772E-01
3.00	3.249E+00	2.216E+00	1.497E+00	1.153E+00	1.051E+00	1.042E+00	1.069E+00	1.104E+00	9.547E-01
3.20	3.136E+00	2.127E+00	1.446E+00	1.133E+00	1.044E+00	1.036E+00	1.061E+00	1.101E+00	1.017E+00
3.40	3.025E+00	2.042E+00	1.399E+00	1.116E+00	1.038E+00	1.032E+00	1.054E+00	1.094E+00	1.061E+00
3.60	2.916E+00	1.960E+00	1.355E+00	1.101E+00	1.032E+00	1.027E+00	1.047E+00	1.085E+00	1.089E+00
3.80	2.808E+00	1.882E+00	1.316E+00	1.087E+00	1.028E+00	1.023E+00	1.041E+00	1.076E+00	1.101E+00
4.00	2.703E+00	1.808E+00	1.280E+00	1.076E+00	1.024E+00	1.020E+00	1.036E+00	1.068E+00	1.104E+00
4.20	2.600E+00	1.737E+00	1.247E+00	1.065E+00	1.021E+00	1.017E+00	1.031E+00	1.060E+00	1.100E+00
4.40	2.500E+00	1.671E+00	1.218E+00	1.056E+00	1.018E+00	1.015E+00	1.027E+00	1.053E+00	1.093E+00
4.60	2.402E+00	1.608E+00	1.191E+00	1.049E+00	1.015E+00	1.013E+00	1.023E+00	1.046E+00	1.085E+00
4.80	2.307E+00	1.549E+00	1.167E+00	1.042E+00	1.013E+00	1.011E+00	1.020E+00	1.040E+00	1.076E+00
5.00	2.215E+00	1.495E+00	1.146E+00	1.036E+00	1.011E+00	1.010E+00	1.017E+00	1.035E+00	1.068E+00
5.20	2.127E+00	1.444E+00	1.128E+00	1.031E+00	1.010E+00	1.008E+00	1.015E+00	1.030E+00	1.060E+00
5.40	2.042E+00	1.397E+00	1.111E+00	1.027E+00	1.008E+00	1.007E+00	1.013E+00	1.026E+00	1.053E+00
5.60	1.960E+00	1.354E+00	1.096E+00	1.023E+00	1.007E+00	1.006E+00	1.011E+00	1.023E+00	1.046E+00
5.80	1.882E+00	1.314E+00	1.084E+00	1.020E+00	1.006E+00	1.005E+00	1.009E+00	1.019E+00	1.040E+00
6.00	1.807E+00	1.279E+00	1.072E+00	1.017E+00	1.005E+00	1.004E+00	1.008E+00	1.017E+00	1.035E+00
6.20	1.737E+00	1.246E+00	1.063E+00	1.015E+00	1.004E+00	1.004E+00	1.007E+00	1.014E+00	1.030E+00
6.40	1.670E+00	1.217E+00	1.054E+00	1.013E+00	1.004E+00	1.003E+00	1.006E+00	1.012E+00	1.026E+00
6.60	1.608E+00	1.190E+00	1.047E+00	1.011E+00	1.003E+00	1.003E+00	1.005E+00	1.011E+00	1.023E+00
6.80	1.549E+00	1.167E+00	1.040E+00	1.009E+00	1.003E+00	1.002E+00	1.004E+00	1.009E+00	1.019E+00
7.00	1.494E+00	1.146E+00	1.035E+00	1.008E+00	1.002E+00	1.002E+00	1.004E+00	1.008E+00	1.017E+00
7.20	1.444E+00	1.127E+00	1.030E+00	1.007E+00	1.002E+00	1.002E+00	1.003E+00	1.007E+00	1.014E+00
7.40	1.397E+00	1.110E+00	1.026E+00	1.006E+00	1.002E+00	1.002E+00	1.003E+00	1.006E+00	1.012E+00
7.60	1.354E+00	1.096E+00	1.022E+00	1.005E+00	1.002E+00	1.001E+00	1.002E+00	1.005E+00	1.011E+00
7.80	1.314E+00	1.083E+00	1.019E+00	1.004E+00	1.001E+00	1.001E+00	1.002E+00	1.004E+00	1.009E+00
8.00	1.278E+00	1.072E+00	1.016E+00	1.004E+00	1.001E+00	1.001E+00	1.002E+00	1.004E+00	1.008E+00
8.20	1.246E+00	1.062E+00	1.014E+00	1.003E+00	1.001E+00	1.001E+00	1.002E+00	1.003E+00	1.007E+00
8.40	1.217E+00	1.054E+00	1.012E+00	1.003E+00	1.001E+00	1.001E+00	1.001E+00	1.003E+00	1.006E+00
8.60	1.190E+00	1.046E+00	1.010E+00	1.002E+00	1.001E+00	1.001E+00	1.001E+00	1.002E+00	1.005E+00
8.80	1.167E+00	1.040E+00	1.009E+00	1.002E+00	1.001E+00	1.001E+00	1.001E+00	1.002E+00	1.004E+00
9.00	1.146E+00	1.034E+00	1.008E+00	1.002E+00	1.001E+00	1.000E+00	1.001E+00	1.002E+00	1.004E+00
9.20	1.127E+00	1.030E+00	1.007E+00	1.001E+00	1.000E+00	1.000E+00	1.001E+00	1.001E+00	1.003E+00
9.40	1.110E+00	1.026E+00	1.006E+00	1.001E+00	1.000E+00	1.000E+00	1.001E+00	1.001E+00	1.003E+00
9.60	1.096E+00	1.022E+00	1.005E+00	1.001E+00	1.000E+00	1.000E+00	1.001E+00	1.001E+00	1.002E+00
9.80	1.083E+00	1.019E+00	1.004E+00	1.001E+00	1.000E+00	1.000E+00	1.000E+00	1.001E+00	1.002E+00
10.00	1.072E+00	1.016E+00	1.004E+00	1.001E+00	1.000E+00	1.000E+00	1.000E+00	1.001E+00	1.002E+00
